week,Griep,Koorts,Chordadieren,Hoofdpijn,BacteriÃ«n,Koude_rillingen,Fruitvlieg,1950-1959,Lichaamstemperatuur,Mexicaanse_griep
2018-42,-0.22553028366981856,-0.26333198105059286,-0.3168642381240807,-0.2552558670143417,-0.5463348488966864,-0.23812217194570134,0.24038461538461542,-0.12799522673031025,-0.2426470588235294,-0.12731876701582762
2018-43,-0.24853053922821364,-0.30212068469128694,-0.44397334948516054,-0.2552558670143417,-0.5463348488966864,-0.2633322559793148,0.4653846153846154,-0.17095465393794748,-0.2924975074775673,-0.14411540768769324
2018-44,-0.24929721441349348,-0.24904140602507396,-0.17513195465951376,-0.06881518904824001,-0.5463348488966864,-0.25492889463477697,0.21538461538461542,-0.013436754176610968,-0.3134346959122632,-0.15011420792764527
2018-45,-0.24648607206746742,-0.2844275918025493,-0.3528597386865104,-0.23830671447196883,-0.5463348488966864,-0.23812217194570134,0.6153846153846154,-0.05400954653937946,-0.30745264207377865,-0.14051612754372203
2018-46,-0.262586250958344,-0.27558104535818045,-0.25387211213982874,-0.24254400260756204,-0.5463348488966864,-0.24652553329023916,0.3653846153846154,-0.039689737470167054,-0.2376620139581256,-0.13451732730377003
2018-47,-0.23166368515205724,-0.26231122569162724,-0.2212511897551268,-0.017967731421121364,-0.5463348488966864,-0.2633322559793148,0.19038461538461543,-0.011050119331742233,-0.23167996011964107,-0.14111600756771725
2018-48,-0.23038589317659086,-0.2640124846232366,-0.2043782988664879,-0.15779823989569763,-0.5463348488966864,-0.24652553329023916,0.09038461538461542,-0.04923627684964199,-0.21971585244267197,-0.016340962576715443
2018-49,-0.23243036033733708,-0.2388338524354176,-0.34723544172363074,-0.15356095176010442,-0.5463348488966864,-0.25492889463477697,0.6153846153846154,-0.09458233890214796,-0.30246759720837485,-0.1159210465599188
2018-50,-0.20738563761819576,-0.2469998953071427,-0.3686077701825734,-0.23830671447196883,-0.5463348488966864,-0.25492889463477697,0.31538461538461543,-0.24255369928400952,-0.29150049850448656,-0.113521526463938
2018-51,-0.26054178379759774,-0.26979676499070854,-0.4754694124772865,-0.15356095176010442,-0.5463348488966864,-0.25492889463477697,0.09038461538461542,-0.3332458233890215,-0.31941674975074774,-0.13511720732776522
2018-52,-0.29785330948121647,-0.32525780616117467,-0.5722073202388164,-0.25949315514993493,-0.5463348488966864,-0.23812217194570134,-0.18461538461538457,-0.4979236276849642,-0.4370638085742772,-0.12251972682386601
2019-01,-0.18898543317147967,-0.18099104876069833,-0.24374837760664536,0.04135430247718372,-0.5463348488966864,-0.24652553329023916,0.5403846153846155,0.0,-0.1698654037886341,-0.10092404596003877
2019-02,-0.17825198057756197,-0.173505509461617,-0.30674050359089733,0.06677803129074304,-0.5463348488966864,-0.25492889463477697,0.5903846153846154,-0.07071599045346061,-0.20874875373878365,-0.0505341239444419
2019-03,-0.0946843853820598,-0.12008597900908213,-0.15825906377087484,-0.15779823989569763,-0.5463348488966864,-0.23812217194570134,0.4153846153846154,0.3039856801909308,-0.16787138584247258,0.2554046882931106
2019-04,-0.008050089445438283,-0.10341364147931009,-0.15713420437829892,-0.08152705345501966,-0.5463348488966864,-0.25492889463477697,0.1403846153846154,0.034295942720763736,-0.15491026919242273,0.15522472428591202
2019-05,-0.03871709685663174,-0.0690482110608004,-0.06152115600934503,-0.026442307692307803,-0.5463348488966864,-0.23812217194570134,-0.059615384615384584,-0.09458233890214796,-0.186814556331007,0.3051947302847123
2019-06,0.00038333759263991824,-0.11634320935954147,-0.17963139222981747,-0.022205019556714584,-0.5463348488966864,-0.25492889463477697,0.1653846153846154,0.09873508353221958,-0.20376370887337986,0.16002376447787364
2019-07,-0.0039611551239458215,-0.05475763603528152,-0.0761443281128321,-0.026442307692307803,-0.5463348488966864,-0.24652553329023916,0.39038461538461544,0.1798806682577566,-0.07814057826520439,0.09163744174242074
2019-08,-0.02619473549706108,-0.060882168189075325,-0.1121398286752618,0.05406616688396338,-0.5463348488966864,-0.23812217194570134,0.39038461538461544,0.10589498806682579,-0.05122133599202393,0.013053158599049404
2019-09,-0.03565039611551239,-0.06836770748815664,0.14545297222462572,-0.03915417209908746,-0.5463348488966864,-0.2633322559793148,-0.03461538461538458,-0.09935560859188543,-0.08113160518444666,0.03164943934290063
2019-10,-0.08931765908510095,-0.10205263433402259,0.11845634680280345,-0.09423891786179933,-0.5463348488966864,-0.24652553329023916,0.04038461538461542,0.3397852028639618,-0.15191924227318046,0.04064763970282865
2019-11,-0.134295936621518,-0.1530904022823043,-0.04464826512070612,0.02016786179921762,-0.5463348488966864,-0.25492889463477697,0.39038461538461544,0.20613365155131266,-0.15191924227318046,-0.00014420192884501598
2019-12,-0.1841298236647074,-0.2483609024524302,-0.34048628536817516,-0.1705101043024773,-0.5463348488966864,-0.25492889463477697,0.4653846153846154,-0.058782816229116935,-0.2775423728813559,-0.09612500576807717
2019-13,-0.22604140046000512,-0.24291687387128016,-0.40797784892273087,-0.030679595827901023,-0.5463348488966864,-0.2633322559793148,0.11538461538461542,-0.0969689737470167,-0.34633599202392823,-0.07452932490424993
2019-14,-0.23524150268336314,-0.23679234171748634,-0.3528597386865104,-0.11542535853976543,-0.5463348488966864,-0.2633322559793148,0.015384615384615418,0.04145584725536994,-0.2994765702891326,-0.12251972682386601
2019-15,-0.278175313059034,-0.2980376632554244,-0.26399584667301207,-0.1916965449804434,-0.5463348488966864,-0.24652553329023916,0.3653846153846154,0.1798806682577566,-0.2576021934197408,-0.06853052466429793
